segmentation,area,image_id,bbox,category_id,id_x,filename,height,width,id_y,date_captured
"[[562, 345, 571, 345, 571, 365, 562, 365]]",180,1140,"[562, 345, 9, 20]",0,9991,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[568, 211, 575, 211, 575, 229, 568, 229]]",126,1140,"[568, 211, 7, 18]",0,9992,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[502, 221, 508, 221, 508, 237, 502, 237]]",96,1140,"[502, 221, 6, 16]",0,9993,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[508, 216, 513, 216, 513, 234, 508, 234]]",90,1140,"[508, 216, 5, 18]",0,9994,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[512, 215, 516, 215, 516, 231, 512, 231]]",64,1140,"[512, 215, 4, 16]",0,9995,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[542, 178, 551, 178, 551, 198, 542, 198]]",180,1140,"[542, 178, 9, 20]",0,9996,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[474, 219, 483, 219, 483, 239, 474, 239]]",180,1140,"[474, 219, 9, 20]",0,9997,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[447, 201, 457, 201, 457, 221, 447, 221]]",200,1140,"[447, 201, 10, 20]",0,9998,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[353, 176, 363, 176, 363, 198, 353, 198]]",220,1140,"[353, 176, 10, 22]",0,9999,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[395, 94, 402, 94, 402, 115, 395, 115]]",147,1140,"[395, 94, 7, 21]",0,10000,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[413, 76, 420, 76, 420, 95, 413, 95]]",133,1140,"[413, 76, 7, 19]",0,10001,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[334, 82, 341, 82, 341, 99, 334, 99]]",119,1140,"[334, 82, 7, 17]",0,10002,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[571, 38, 626, 38, 626, 85, 571, 85]]",2585,1140,"[571, 38, 55, 47]",4,10003,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[447, 5, 456, 5, 456, 23, 447, 23]]",162,1140,"[447, 5, 9, 18]",0,10004,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[589, 206, 598, 206, 598, 229, 589, 229]]",207,1140,"[589, 206, 9, 23]",0,10005,1_60_30_0_00148.jpg,512,640,1140,20201217
"[[66, 44, 75, 44, 75, 59, 66, 59]]",135,1141,"[66, 44, 9, 15]",0,10006,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[113, 26, 122, 26, 122, 40, 113, 40]]",126,1141,"[113, 26, 9, 14]",0,10007,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[135, 5, 147, 5, 147, 19, 135, 19]]",168,1141,"[135, 5, 12, 14]",0,10008,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[286, 81, 295, 81, 295, 98, 286, 98]]",153,1141,"[286, 81, 9, 17]",0,10009,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[187, 378, 198, 378, 198, 398, 187, 398]]",220,1141,"[187, 378, 11, 20]",0,10010,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[219, 371, 229, 371, 229, 390, 219, 390]]",190,1141,"[219, 371, 10, 19]",0,10011,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[208, 403, 221, 403, 221, 416, 208, 416]]",169,1141,"[208, 403, 13, 13]",0,10012,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[227, 396, 235, 396, 235, 412, 227, 412]]",128,1141,"[227, 396, 8, 16]",0,10013,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[257, 397, 265, 397, 265, 411, 257, 411]]",112,1141,"[257, 397, 8, 14]",0,10014,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[236, 431, 248, 431, 248, 447, 236, 447]]",192,1141,"[236, 431, 12, 16]",0,10015,1_130_60_0_03935.jpg,512,640,1141,20210116
"[[317, 125, 325, 125, 325, 144, 317, 144]]",152,1142,"[317, 125, 8, 19]",0,10016,0_100_50_0_03365.jpg,512,640,1142,20210116
"[[317, 4, 328, 4, 328, 17, 317, 17]]",143,1142,"[317, 4, 11, 13]",0,10017,0_100_50_0_03365.jpg,512,640,1142,20210116
"[[362, 383, 373, 383, 373, 405, 362, 405]]",242,1142,"[362, 383, 11, 22]",0,10018,0_100_50_0_03365.jpg,512,640,1142,20210116
"[[407, 396, 418, 396, 418, 406, 407, 406]]",110,1142,"[407, 396, 11, 10]",0,10019,0_100_50_0_03365.jpg,512,640,1142,20210116
"[[394, 0, 406, 0, 406, 13, 394, 13]]",156,1143,"[394, 0, 12, 13]",0,10020,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[545, 174, 560, 174, 560, 199, 545, 199]]",375,1143,"[545, 174, 15, 25]",0,10021,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[579, 212, 592, 212, 592, 237, 579, 237]]",325,1143,"[579, 212, 13, 25]",0,10022,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[554, 206, 567, 206, 567, 227, 554, 227]]",273,1143,"[554, 206, 13, 21]",0,10023,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[577, 243, 588, 243, 588, 266, 577, 266]]",253,1143,"[577, 243, 11, 23]",0,10024,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[545, 223, 554, 223, 554, 245, 545, 245]]",198,1143,"[545, 223, 9, 22]",0,10025,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[533, 218, 546, 218, 546, 241, 533, 241]]",299,1143,"[533, 218, 13, 23]",0,10026,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[530, 195, 544, 195, 544, 216, 530, 216]]",294,1143,"[530, 195, 14, 21]",0,10027,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[520, 197, 533, 197, 533, 215, 520, 215]]",234,1143,"[520, 197, 13, 18]",0,10028,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[511, 199, 522, 199, 522, 211, 511, 211]]",132,1143,"[511, 199, 11, 12]",0,10029,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[504, 202, 513, 202, 513, 216, 504, 216]]",126,1143,"[504, 202, 9, 14]",0,10030,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[182, 282, 201, 282, 201, 307, 182, 307]]",475,1143,"[182, 282, 19, 25]",2,10031,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[349, 315, 361, 315, 361, 344, 349, 344]]",348,1143,"[349, 315, 12, 29]",2,10032,1_90_50_0_01454.jpg,512,640,1143,20210114
"[[261, 15, 273, 15, 273, 44, 261, 44]]",348,1144,"[261, 15, 12, 29]",0,10033,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[276, 161, 289, 161, 289, 189, 276, 189]]",364,1144,"[276, 161, 13, 28]",0,10034,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[287, 52, 316, 52, 316, 80, 287, 80]]",812,1144,"[287, 52, 29, 28]",2,10035,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[288, 79, 311, 79, 311, 96, 288, 96]]",391,1144,"[288, 79, 23, 17]",2,10036,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[290, 91, 323, 91, 323, 117, 290, 117]]",858,1144,"[290, 91, 33, 26]",2,10037,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[286, 114, 316, 114, 316, 140, 286, 140]]",780,1144,"[286, 114, 30, 26]",2,10038,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[292, 139, 317, 139, 317, 157, 292, 157]]",450,1144,"[292, 139, 25, 18]",2,10039,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[301, 156, 319, 156, 319, 170, 301, 170]]",252,1144,"[301, 156, 18, 14]",2,10040,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[339, 191, 367, 191, 367, 218, 339, 218]]",756,1144,"[339, 191, 28, 27]",2,10041,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[360, 217, 394, 217, 394, 248, 360, 248]]",1054,1144,"[360, 217, 34, 31]",2,10042,0_70_40_0_06745.jpg,512,640,1144,20210120
"[[235, 230, 254, 230, 254, 263, 235, 263]]",627,1145,"[235, 230, 19, 33]",1,10043,1_120_40_0_06014.jpg,512,640,1145,20210119
"[[210, 185, 217, 185, 217, 200, 210, 200]]",105,1145,"[210, 185, 7, 15]",0,10044,1_120_40_0_06014.jpg,512,640,1145,20210119
"[[220, 75, 227, 75, 227, 91, 220, 91]]",112,1145,"[220, 75, 7, 16]",0,10045,1_120_40_0_06014.jpg,512,640,1145,20210119
"[[349, 128, 357, 128, 357, 147, 349, 147]]",152,1146,"[349, 128, 8, 19]",0,10046,0_100_60_0_03414.jpg,512,640,1146,20210116
"[[191, 307, 199, 307, 199, 326, 191, 326]]",152,1146,"[191, 307, 8, 19]",0,10047,0_100_60_0_03414.jpg,512,640,1146,20210116
"[[203, 319, 211, 319, 211, 337, 203, 337]]",144,1146,"[203, 319, 8, 18]",0,10048,0_100_60_0_03414.jpg,512,640,1146,20210116
"[[420, 446, 430, 446, 430, 461, 420, 461]]",150,1146,"[420, 446, 10, 15]",0,10049,0_100_60_0_03414.jpg,512,640,1146,20210116
"[[435, 452, 445, 452, 445, 468, 435, 468]]",160,1146,"[435, 452, 10, 16]",0,10050,0_100_60_0_03414.jpg,512,640,1146,20210116
"[[311, 20, 337, 20, 337, 64, 311, 64]]",1144,1147,"[311, 20, 26, 44]",1,10051,1_110_40_0_05776.jpg,512,640,1147,20210119
"[[381, 345, 405, 345, 405, 362, 381, 362]]",408,1148,"[381, 345, 24, 17]",0,10052,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[476, 372, 493, 372, 493, 386, 476, 386]]",238,1148,"[476, 372, 17, 14]",0,10053,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[378, 14, 400, 14, 400, 33, 378, 33]]",418,1148,"[378, 14, 22, 19]",0,10054,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[360, 14, 369, 14, 369, 26, 360, 26]]",108,1148,"[360, 14, 9, 12]",0,10055,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[327, 1, 343, 1, 343, 14, 327, 14]]",208,1148,"[327, 1, 16, 13]",0,10056,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[362, 49, 379, 49, 379, 70, 362, 70]]",357,1148,"[362, 49, 17, 21]",0,10057,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[335, 24, 354, 24, 354, 44, 335, 44]]",380,1148,"[335, 24, 19, 20]",0,10058,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[325, 45, 352, 45, 352, 73, 325, 73]]",756,1148,"[325, 45, 27, 28]",0,10059,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[319, 59, 339, 59, 339, 74, 319, 74]]",300,1148,"[319, 59, 20, 15]",0,10060,1_90_90_0_01606.jpg,512,640,1148,20210114
"[[294, 268, 311, 268, 311, 299, 294, 299]]",527,1149,"[294, 268, 17, 31]",0,10061,1_60_60_0_00489.jpg,512,640,1149,20201217
"[[432, 199, 448, 199, 448, 228, 432, 228]]",464,1149,"[432, 199, 16, 29]",0,10062,1_60_60_0_00489.jpg,512,640,1149,20201217
"[[447, 211, 458, 211, 458, 233, 447, 233]]",242,1149,"[447, 211, 11, 22]",0,10063,1_60_60_0_00489.jpg,512,640,1149,20201217
"[[285, 499, 297, 499, 297, 511, 285, 511]]",144,1149,"[285, 499, 12, 12]",0,10064,1_60_60_0_00489.jpg,512,640,1149,20201217
"[[147, 24, 155, 24, 155, 38, 147, 38]]",112,1150,"[147, 24, 8, 14]",0,10065,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[148, 51, 157, 51, 157, 65, 148, 65]]",126,1150,"[148, 51, 9, 14]",0,10066,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[210, 64, 219, 64, 219, 81, 210, 81]]",153,1150,"[210, 64, 9, 17]",0,10067,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[184, 70, 193, 70, 193, 86, 184, 86]]",144,1150,"[184, 70, 9, 16]",0,10068,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[182, 119, 191, 119, 191, 140, 182, 140]]",189,1150,"[182, 119, 9, 21]",0,10069,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[144, 82, 152, 82, 152, 100, 144, 100]]",144,1150,"[144, 82, 8, 18]",0,10070,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[141, 88, 148, 88, 148, 105, 141, 105]]",119,1150,"[141, 88, 7, 17]",0,10071,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[154, 103, 166, 103, 166, 118, 154, 118]]",180,1150,"[154, 103, 12, 15]",0,10072,1_120_60_0_02911.jpg,512,640,1150,20210115
"[[22, 1, 51, 1, 51, 46, 22, 46]]",1305,1151,"[22, 1, 29, 45]",3,10073,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[2, 6, 21, 6, 21, 38, 2, 38]]",608,1151,"[2, 6, 19, 32]",1,10074,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[347, 99, 379, 99, 379, 145, 347, 145]]",1472,1151,"[347, 99, 32, 46]",1,10075,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[325, 244, 353, 244, 353, 294, 325, 294]]",1400,1151,"[325, 244, 28, 50]",1,10076,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[115, 284, 136, 284, 136, 302, 115, 302]]",378,1151,"[115, 284, 21, 18]",2,10077,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[119, 295, 145, 295, 145, 310, 119, 310]]",390,1151,"[119, 295, 26, 15]",2,10078,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[130, 308, 156, 308, 156, 329, 130, 329]]",546,1151,"[130, 308, 26, 21]",2,10079,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[142, 315, 165, 315, 165, 335, 142, 335]]",460,1151,"[142, 315, 23, 20]",2,10080,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[144, 335, 175, 335, 175, 362, 144, 362]]",837,1151,"[144, 335, 31, 27]",2,10081,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[157, 351, 185, 351, 185, 374, 157, 374]]",644,1151,"[157, 351, 28, 23]",2,10082,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[164, 360, 194, 360, 194, 385, 164, 385]]",750,1151,"[164, 360, 30, 25]",2,10083,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[173, 369, 201, 369, 201, 392, 173, 392]]",644,1151,"[173, 369, 28, 23]",2,10084,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[177, 378, 203, 378, 203, 400, 177, 400]]",572,1151,"[177, 378, 26, 22]",2,10085,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[184, 392, 214, 392, 214, 417, 184, 417]]",750,1151,"[184, 392, 30, 25]",2,10086,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[191, 400, 220, 400, 220, 423, 191, 423]]",667,1151,"[191, 400, 29, 23]",2,10087,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[125, 325, 146, 325, 146, 348, 125, 348]]",483,1151,"[125, 325, 21, 23]",2,10088,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[97, 334, 123, 334, 123, 357, 97, 357]]",598,1151,"[97, 334, 26, 23]",2,10089,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[79, 340, 99, 340, 99, 364, 79, 364]]",480,1151,"[79, 340, 20, 24]",2,10090,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[26, 359, 54, 359, 54, 385, 26, 385]]",728,1151,"[26, 359, 28, 26]",2,10091,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[24, 385, 52, 385, 52, 407, 24, 407]]",616,1151,"[24, 385, 28, 22]",2,10092,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[35, 402, 63, 402, 63, 424, 35, 424]]",616,1151,"[35, 402, 28, 22]",2,10093,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[48, 414, 73, 414, 73, 440, 48, 440]]",650,1151,"[48, 414, 25, 26]",2,10094,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[61, 389, 93, 389, 93, 416, 61, 416]]",864,1151,"[61, 389, 32, 27]",2,10095,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[74, 406, 99, 406, 99, 427, 74, 427]]",525,1151,"[74, 406, 25, 21]",2,10096,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[85, 411, 112, 411, 112, 433, 85, 433]]",594,1151,"[85, 411, 27, 22]",2,10097,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[92, 422, 122, 422, 122, 446, 92, 446]]",720,1151,"[92, 422, 30, 24]",2,10098,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[97, 433, 126, 433, 126, 449, 97, 449]]",464,1151,"[97, 433, 29, 16]",2,10099,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[100, 439, 131, 439, 131, 459, 100, 459]]",620,1151,"[100, 439, 31, 20]",2,10100,1_100_40_0_05141.jpg,512,640,1151,20210118
"[[166, 205, 183, 205, 183, 228, 166, 228]]",391,1152,"[166, 205, 17, 23]",1,10101,1_130_30_0_07144.jpg,512,640,1152,20210120
"[[261, 435, 281, 435, 281, 462, 261, 462]]",540,1152,"[261, 435, 20, 27]",1,10102,1_130_30_0_07144.jpg,512,640,1152,20210120
"[[286, 477, 307, 477, 307, 507, 286, 507]]",630,1152,"[286, 477, 21, 30]",1,10103,1_130_30_0_07144.jpg,512,640,1152,20210120
"[[88, 229, 105, 229, 105, 257, 88, 257]]",476,1153,"[88, 229, 17, 28]",0,10104,1_60_70_0_00612.jpg,512,640,1153,20201217
"[[315, 103, 330, 103, 330, 135, 315, 135]]",480,1153,"[315, 103, 15, 32]",0,10105,1_60_70_0_00612.jpg,512,640,1153,20201217
"[[29, 192, 46, 192, 46, 224, 29, 224]]",544,1154,"[29, 192, 17, 32]",0,10106,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[113, 296, 133, 296, 133, 330, 113, 330]]",680,1154,"[113, 296, 20, 34]",0,10107,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[331, 157, 351, 157, 351, 191, 331, 191]]",680,1154,"[331, 157, 20, 34]",0,10108,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[610, 119, 625, 119, 625, 152, 610, 152]]",495,1154,"[610, 119, 15, 33]",0,10109,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[502, 203, 519, 203, 519, 239, 502, 239]]",612,1154,"[502, 203, 17, 36]",0,10110,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[439, 353, 454, 353, 454, 382, 439, 382]]",435,1154,"[439, 353, 15, 29]",0,10111,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[330, 449, 348, 449, 348, 479, 330, 479]]",540,1154,"[330, 449, 18, 30]",0,10112,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[618, 443, 640, 443, 640, 489, 618, 489]]",1012,1154,"[618, 443, 22, 46]",4,10113,1_60_50_0_00405.jpg,512,640,1154,20201217
"[[419, 293, 428, 293, 428, 311, 419, 311]]",162,1155,"[419, 293, 9, 18]",0,10114,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[374, 124, 382, 124, 382, 142, 374, 142]]",144,1155,"[374, 124, 8, 18]",0,10115,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[118, 281, 126, 281, 126, 296, 118, 296]]",120,1155,"[118, 281, 8, 15]",0,10116,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[23, 104, 57, 104, 57, 133, 23, 133]]",986,1155,"[23, 104, 34, 29]",1,10117,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[177, 1, 203, 1, 203, 13, 177, 13]]",312,1155,"[177, 1, 26, 12]",1,10118,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[244, 318, 253, 318, 253, 336, 244, 336]]",162,1155,"[244, 318, 9, 18]",0,10119,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[400, 410, 409, 410, 409, 425, 400, 425]]",135,1155,"[400, 410, 9, 15]",0,10120,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[427, 423, 435, 423, 435, 440, 427, 440]]",136,1155,"[427, 423, 8, 17]",0,10121,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[440, 216, 449, 216, 449, 233, 440, 233]]",153,1155,"[440, 216, 9, 17]",0,10122,0_100_30_0_03304.jpg,512,640,1155,20210116
"[[494, 387, 507, 387, 507, 410, 494, 410]]",299,1156,"[494, 387, 13, 23]",0,10123,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[366, 310, 382, 310, 382, 334, 366, 334]]",384,1156,"[366, 310, 16, 24]",0,10124,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[475, 306, 488, 306, 488, 325, 475, 325]]",247,1156,"[475, 306, 13, 19]",0,10125,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[473, 354, 486, 354, 486, 381, 473, 381]]",351,1156,"[473, 354, 13, 27]",0,10126,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[447, 315, 463, 315, 463, 341, 447, 341]]",416,1156,"[447, 315, 16, 26]",0,10127,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[448, 354, 463, 354, 463, 379, 448, 379]]",375,1156,"[448, 354, 15, 25]",0,10128,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[448, 381, 463, 381, 463, 405, 448, 405]]",360,1156,"[448, 381, 15, 24]",0,10129,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[367, 63, 388, 63, 388, 92, 367, 92]]",609,1156,"[367, 63, 21, 29]",0,10130,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[390, 73, 401, 73, 401, 95, 390, 95]]",242,1156,"[390, 73, 11, 22]",0,10131,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[448, 83, 459, 83, 459, 107, 448, 107]]",264,1156,"[448, 83, 11, 24]",0,10132,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[434, 75, 446, 75, 446, 98, 434, 98]]",276,1156,"[434, 75, 12, 23]",0,10133,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[429, 101, 441, 101, 441, 119, 429, 119]]",216,1156,"[429, 101, 12, 18]",0,10134,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[433, 120, 447, 120, 447, 149, 433, 149]]",406,1156,"[433, 120, 14, 29]",0,10135,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[422, 129, 435, 129, 435, 152, 422, 152]]",299,1156,"[422, 129, 13, 23]",0,10136,1_80_50_0_01218.jpg,512,640,1156,20210114
"[[300, 97, 312, 97, 312, 115, 300, 115]]",216,1157,"[300, 97, 12, 18]",0,10137,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[280, 44, 297, 44, 297, 66, 280, 66]]",374,1157,"[280, 44, 17, 22]",0,10138,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[270, 89, 279, 89, 279, 110, 270, 110]]",189,1157,"[270, 89, 9, 21]",0,10139,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[270, 28, 279, 28, 279, 45, 270, 45]]",153,1157,"[270, 28, 9, 17]",0,10140,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[254, 53, 264, 53, 264, 72, 254, 72]]",190,1157,"[254, 53, 10, 19]",0,10141,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[231, 45, 243, 45, 243, 63, 231, 63]]",216,1157,"[231, 45, 12, 18]",0,10142,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[226, 88, 234, 88, 234, 107, 226, 107]]",152,1157,"[226, 88, 8, 19]",0,10143,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[226, 105, 243, 105, 243, 125, 226, 125]]",340,1157,"[226, 105, 17, 20]",0,10144,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[522, 457, 541, 457, 541, 485, 522, 485]]",532,1157,"[522, 457, 19, 28]",2,10145,1_100_60_0_02401.jpg,512,640,1157,20210115
"[[261, 409, 298, 409, 298, 428, 261, 428]]",703,1158,"[261, 409, 37, 19]",2,10146,1_80_40_0_04648.jpg,512,640,1158,20210118
"[[202, 403, 236, 403, 236, 440, 202, 440]]",1258,1158,"[202, 403, 34, 37]",2,10147,1_80_40_0_04648.jpg,512,640,1158,20210118
"[[118, 410, 147, 410, 147, 444, 118, 444]]",986,1158,"[118, 410, 29, 34]",2,10148,1_80_40_0_04648.jpg,512,640,1158,20210118
"[[483, 311, 499, 311, 499, 343, 483, 343]]",512,1159,"[483, 311, 16, 32]",0,10149,1_60_50_0_00382.jpg,512,640,1159,20201217
"[[557, 385, 584, 385, 584, 423, 557, 423]]",1026,1159,"[557, 385, 27, 38]",0,10150,1_60_50_0_00382.jpg,512,640,1159,20201217
"[[542, 59, 564, 59, 564, 91, 542, 91]]",704,1159,"[542, 59, 22, 32]",0,10151,1_60_50_0_00382.jpg,512,640,1159,20201217
"[[192, 7, 233, 7, 233, 59, 192, 59]]",2132,1160,"[192, 7, 41, 52]",3,10152,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[117, 72, 155, 72, 155, 100, 117, 100]]",1064,1160,"[117, 72, 38, 28]",3,10153,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[179, 7, 205, 7, 205, 43, 179, 43]]",936,1160,"[179, 7, 26, 36]",4,10154,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[459, 137, 475, 137, 475, 170, 459, 170]]",528,1160,"[459, 137, 16, 33]",0,10155,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[461, 166, 512, 166, 512, 224, 461, 224]]",2958,1160,"[461, 166, 51, 58]",1,10156,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[356, 304, 409, 304, 409, 368, 356, 368]]",3392,1160,"[356, 304, 53, 64]",1,10157,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[130, 260, 155, 260, 155, 276, 130, 276]]",400,1160,"[130, 260, 25, 16]",2,10158,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[132, 275, 154, 275, 154, 289, 132, 289]]",308,1160,"[132, 275, 22, 14]",2,10159,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[140, 303, 162, 303, 162, 318, 140, 318]]",330,1160,"[140, 303, 22, 15]",2,10160,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[141, 314, 168, 314, 168, 327, 141, 327]]",351,1160,"[141, 314, 27, 13]",2,10161,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[147, 328, 172, 328, 172, 346, 147, 346]]",450,1160,"[147, 328, 25, 18]",2,10162,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[152, 342, 176, 342, 176, 356, 152, 356]]",336,1160,"[152, 342, 24, 14]",2,10163,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[134, 340, 149, 340, 149, 364, 134, 364]]",360,1160,"[134, 340, 15, 24]",2,10164,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[100, 344, 120, 344, 120, 368, 100, 368]]",480,1160,"[100, 344, 20, 24]",2,10165,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[76, 344, 97, 344, 97, 372, 76, 372]]",588,1160,"[76, 344, 21, 28]",2,10166,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[19, 354, 39, 354, 39, 377, 19, 377]]",460,1160,"[19, 354, 20, 23]",2,10167,1_90_40_0_04885.jpg,512,640,1160,20210118
"[[140, 362, 171, 362, 171, 383, 140, 383]]",651,1160,"[140, 362, 31, 21]",2,10168,1_90_40_0_04885.jpg,512,640,1160,20210118
